Date,Close,High,Low,Open,Volume,trend
2025-05-19,183472.71875,186243.61202130528,182582.0744842233,185649.84917745416,262018,90
2025-05-20,183076.875,184561.2820945946,182087.27027027027,183868.55878378378,293512,90
2025-05-21,182878.96875,184561.29692573054,182681.04778814936,183967.53404017858,382117,90
2025-05-22,181295.59375,182582.07995019105,179217.42373430677,181295.59375,469433,90
2025-05-23,181196.640625,183373.77120596668,180899.7591821409,182186.2454345303,257074,90
2025-05-26,186045.703125,186045.703125,179910.15334109042,181196.63958610373,472314,100
2025-05-27,181889.359375,184957.13420667846,181097.67554747008,184264.41085758977,668670,100
2025-05-28,185748.8125,187035.2986814065,182186.23538225892,182681.03775972297,727369,100
2025-05-29,187332.1875,188618.67373217116,185748.8198296355,187332.1875,649059,100
2025-05-30,185550.890625,186837.3768,184165.443975,186738.416325,989028,100
2025-06-02,184561.296875,186342.58553116623,183769.613027815,183868.57350871313,408085,89
2025-06-04,183571.6875,187134.26472371968,183571.6875,187035.304245283,817069,89
2025-06-05,189212.4375,190004.12133891214,184363.37398666318,184363.37398666318,911249,89
2025-06-09,196436.546875,200394.96595560454,190300.99730006297,193368.77208753148,1407038,96
2025-06-10,197920.953125,201879.3721875,194754.217875,201879.3721875,911907,96
2025-06-11,198910.5625,199900.16728855722,196832.39244402986,198415.7601057214,512085,96
2025-06-12,196832.390625,199405.3630514706,196832.390625,197426.15349264705,624703,96
2025-06-13,198415.75,203858.57605985037,195347.9753117207,201384.56421446384,1050533,96
2025-06-16,207322.203125,209301.41270137232,199900.16721360383,208806.61030727922,1159906,92
2025-06-17,204353.390625,210785.82180690073,201879.37863196124,209796.21700968524,837169,92
2025-06-18,240968.765625,241958.370411961,201879.37654004106,202374.17893352156,5706879,92
2025-06-19,249380.40625,256307.63975694444,245916.78949652778,251854.4182167659,3810468,92
2025-06-20,266698.5,266698.5,242453.18181818182,246411.60111317254,4889308,92
2025-06-23,286985.375,291933.3987068965,267193.2801724138,273625.7109913793,5050411,91
2025-06-24,287480.1875,289459.3970524957,274615.325408778,285500.97794750426,4326501,91
2025-06-25,280552.9375,283521.75165343913,273130.9021164021,279563.332782187,2862461,91
2025-06-26,258286.84375,272141.3104645594,251359.61039272032,267193.2866379311,4314779,91
2025-06-27,254823.234375,262245.2703276699,249380.40800970874,260760.86313713592,2316733,91
2025-06-30,259771.25,265214.0761904762,252844.01666666666,254328.4238095238,2219752,83
2025-07-01,259276.453125,266203.68660543894,257297.2435591603,261255.6626908397,1791173,83
2025-07-02,249380.40625,260760.86129712302,247401.1966765873,260266.05890376985,1870730,83
2025-07-03,250370.0,257297.23320158102,246906.38339920947,247895.98814229248,1207730,83
2025-07-04,246411.59375,251854.4201179719,244927.18655873495,249875.2105296185,874760,83
2025-07-07,253338.828125,257792.04971313477,245916.7921447754,245916.7921447754,1175356,84
2025-07-08,255318.03125,260266.0551114341,252349.21693313954,258781.64795300388,903743,84
2025-07-09,251359.609375,255812.83080093504,248390.7950910433,255812.83080093504,952460,84
2025-07-10,256802.4375,262245.2637283237,248390.79696531792,252844.0184248555,1754234,84
2025-07-11,250370.0,258781.64031620554,250370.0,258286.83794466403,1249355,84
2025-07-14,246411.59375,249875.2105296185,241463.5697791165,249380.40813253014,1205192,89
2025-07-15,246906.390625,250370.0073271543,244432.37869488978,244927.1810809118,791762,89
2025-07-16,247401.1875,252844.01362500002,246411.58275,248390.79225,785410,89
2025-07-17,240968.765625,252349.22067505133,239979.160838039,251359.61588809034,1262077,89
2025-07-18,239484.359375,242453.17374741734,237505.14979338844,240968.76656120867,703602,89
2025-07-21,237505.140625,242947.96676432292,237505.140625,238989.54775390626,674282,84
2025-07-22,232557.125,239484.3585106383,232062.32260638298,238989.55611702127,930384,84
2025-07-23,229093.5,235031.12850971922,227114.29049676025,233546.7213822894,719824,84
2025-07-24,224640.28125,232062.31697411893,222661.07172356828,230577.90982929515,1177878,84
2025-07-25,232062.3125,233546.7196162047,222661.06743070364,224145.4745469083,1202489,84
2025-07-28,233051.921875,234536.32902070062,229588.3052016985,233546.7242569002,600063,80
2025-07-29,230577.90625,237505.13948497854,229588.3015021459,233051.9181196352,928345,80
2025-07-30,231567.515625,237505.14423076925,231072.7132411859,231072.7132411859,768748,80
2025-07-31,232557.125,234041.53218085106,230083.1130319149,232557.125,521064,80
2025-08-01,222661.078125,230577.91645833335,221671.47333333333,230083.1140625,827729,80
2025-08-04,230083.109375,237010.34277553763,222661.07358870967,223155.87597446237,1276649,84
2025-08-05,229588.3125,234041.5340786638,226619.49811422414,233546.73168103446,683813,84
2025-08-06,226124.6875,234041.52557439826,223650.67560175055,234041.52557439826,1076418,84
2025-08-07,233051.921875,233051.921875,225629.8861464968,227609.09567409765,1019496,84
2025-08-08,227114.296875,238989.55422794117,226124.69209558825,238494.7518382353,1638049,84
2025-08-11,220681.859375,227609.09262892377,220187.05699971973,227114.2902536435,1264837,82
2025-08-12,220681.859375,225629.8831278027,220681.859375,221176.66175028027,743541,82
2025-08-13,222661.078125,223650.68291666667,219197.46135416668,223155.88052083334,1017399,82
2025-08-14,222166.265625,231072.7083449332,221671.4632516704,226124.68461163697,1165222,82
2025-08-18,223650.671875,226124.68373202434,221176.66001797566,222166.26476078542,479724,84
2025-08-19,223155.875,226124.6893015521,220681.8630820399,225629.88691796007,419214,84
2025-08-20,219197.453125,221671.46501128667,217218.24361597066,219197.453125,507825,84
2025-08-21,220681.859375,224145.47600196188,219692.25462443946,219692.25462443946,463923,84
2025-08-22,219692.265625,224640.28962556308,218702.6608248874,221671.47522522524,543978,84
2025-08-25,223155.875,223155.875,219197.45593126386,222166.27023281596,564999,85
2025-08-26,218702.65625,222166.27297794117,218702.65625,221671.4705882353,685341,85
2025-08-27,215733.84375,219692.26290137615,214249.43656823394,219692.26290137615,691579,85
2025-08-28,215239.03125,216228.6359913793,212765.0193965517,215239.03125,663919,85
2025-08-29,212270.21875,215733.83537296037,211775.41637529136,215239.03299825176,750586,85
2025-09-01,213259.828125,214249.43289588168,208311.80427059165,209301.40904147332,634984,88
2025-09-02,222661.078125,226619.4972916667,213754.635,213754.635,1790972,88
2025-09-03,218702.65625,222661.07536764705,217713.05147058825,222166.27297794117,711207,88
2025-09-04,224640.28125,227114.29315803963,219197.45505231275,219197.45505231275,971838,88
2025-09-05,226619.5,228103.9072052402,223155.88318777294,225135.09279475984,941824,88
2025-09-08,225629.890625,227114.29780016447,223650.68105811402,226124.6930167215,716688,85
2025-09-09,228598.703125,230577.9126758658,223650.6792478355,226124.69118641777,929473,85
2025-09-10,231072.71875,232062.32354122057,228103.90437633832,229588.31156316918,915806,85
2025-09-11,230577.90625,233546.72049356223,229093.4991282189,232062.3133717811,808213,85
2025-09-12,233546.71875,236515.5329713983,230083.10215836865,232062.31163930084,1191699,85
2025-09-15,231567.515625,233546.7251602564,229093.5037059295,233546.7251602564,710904,91
2025-09-16,232557.125,238494.75372340425,232062.32260638298,237010.3465425532,923864,91
2025-09-17,231072.71875,232557.12593683085,227114.29958511778,231072.71875,2083776,91
2025-09-18,234288.921875,236020.73016763464,231072.70647439282,232557.11358236536,1004507,91
2025-09-22,229588.3125,232557.12688577586,226619.49811422414,231567.52209051725,1004689,92
2025-09-23,228598.703125,233051.92461444807,227609.09834956712,229588.3079004329,735957,92
2025-09-24,225629.890625,231072.7169339364,222166.27388294955,228598.70497532893,982181,92
2025-09-25,251359.609375,254328.4236589567,223155.8736774114,224145.47843873032,8314576,92
2025-09-26,253833.625,259276.45126705655,247401.19395711503,248885.6011208577,4597910,92
2025-09-29,271646.5,275604.91894353373,263234.8597449909,265708.8715846995,3486022,83
2025-09-30,265708.875,276594.52723463683,262740.0607541899,276099.7248603352,2764865,83
2025-10-01,251854.421875,265708.88909012766,250370.01467337916,264224.48188850685,3385774,83
2025-10-02,250370.0,255318.023715415,247895.98814229248,252844.01185770752,2205648,83
2025-10-10,264719.28125,272141.3171728972,252844.0237733645,253833.62856308412,3490894,66
2025-10-13,259771.25,263729.66904761904,255318.02857142856,255318.02857142856,1454859,98
2025-10-14,255318.03125,267688.0909035853,254328.4264777132,259276.4503391473,2072061,98
2025-10-15,255812.828125,258286.8400024178,252349.21149661508,257792.03762693424,1438737,98
2025-10-16,257792.046875,267193.29234644916,252844.02294265837,254823.232515595,2154638,98
2025-10-17,252844.015625,257792.03941413894,251359.60848825832,257297.23703522506,1478832,98
2025-10-20,255318.03125,259771.25272529072,247401.19307170543,252349.21693313954,1527621,90
2025-10-21,251854.421875,257792.0506814833,251359.6194744597,257297.24828094302,1321294,90
2025-10-22,252844.015625,253833.6203828278,244432.3751834638,251359.60848825832,1076507,90
2025-10-23,239979.15625,248885.59916237113,239484.35386597938,248885.59916237113,2033710,90
2025-10-24,244432.375,245916.78213562752,239979.15359311743,242453.16548582996,1005395,90
2025-10-27,248390.796875,248885.59925921317,239484.35395916336,242453.16826444224,1317125,88
2025-10-28,250370.0,252349.20948616602,245421.976284585,247895.98814229248,908952,88
2025-10-29,262245.25,265708.86650943395,250864.79575471696,252349.20283018867,2466385,88
2025-10-30,252844.015625,264224.47034001956,251854.4108671722,264224.47034001956,1393179,88
2025-10-31,264719.28125,270656.90998831776,258286.85011682243,260266.05969626168,2861914,88
2025-11-03,271646.5,284511.36156648456,268677.68579234974,280552.9426229508,2760215,88
2025-11-04,264224.46875,271151.7020131086,264224.46875,269667.29488529963,1325780,88
2025-11-05,275604.9375,277089.3447037702,253833.63184470375,266203.6918761221,3470467,88
2025-11-06,261255.65625,279068.54190340906,261255.65625,278573.7395241477,2287056,88
2025-11-07,257297.234375,264224.4676081731,253338.8153846154,253338.8153846154,1648859,88
2025-11-10,257297.234375,261255.6533653846,255318.0248798077,260760.8509915865,974635,87
2025-11-11,260266.0625,267688.09850285173,258286.85289923954,258781.65529942967,1341337,87
2025-11-12,260760.859375,262740.06893382355,259276.45220588235,262740.06893382355,600486,87
2025-11-13,262740.0625,263234.86487758945,255812.82921374764,259771.24823446327,724253,87
2025-11-14,250864.8125,257297.2435897436,250370.01010848125,255318.03402366865,923411,87
2025-11-17,252349.21875,254328.42830882352,251359.61397058825,253833.62591911765,507818,81
2025-11-18,246411.59375,257792.04888303214,245916.79135291165,248885.6057354418,959645,81
2025-11-19,245916.78125,248390.79313380283,240473.9551056338,247895.99075704225,570754,81
2025-11-20,254328.421875,260266.0504012646,251854.4099890564,257297.23613813228,970537,81
2025-11-21,259771.25,262245.2619047619,246906.3880952381,248390.79523809522,1278706,81
2025-11-24,258286.84375,266698.48425526824,256307.63421934866,264719.27472461684,1673646,85
2025-11-25,250370.0,259771.24505928854,247895.98814229248,259771.24505928854,1218659,85
2025-11-26,260760.859375,261750.46415441178,249380.4044117647,252349.21875,944519,85
2025-11-27,248885.59375,258781.64121520874,247895.9890034791,256802.43172216698,2028550,85
2025-11-28,241463.5625,251359.6101434426,240968.76011782786,250864.8077612705,1580887,85
2025-12-01,240473.953125,244927.17447916666,239979.1507523148,243937.5697337963,666662,88
2025-12-02,240473.953125,242453.16261574073,238989.54600694444,240473.953125,618439,88
2025-12-03,243937.578125,245916.78768382352,242947.97334558825,243937.578125,630018,88
2025-12-04,244432.375,245916.78213562752,241958.36310728747,242947.96786437248,487370,88
2025-12-05,246906.390625,247401.19301102203,243442.7739228457,244927.1810809118,575298,88
2025-12-08,246411.59375,247896.00094126508,244432.3841616466,247896.00094126508,466382,84
2025-12-09,245421.984375,245916.78676285283,243442.77482358873,245421.984375,497708,84
2025-12-10,241958.359375,245421.97597137015,241463.55700408996,245421.97597137015,654772,84
2025-12-11,240968.765625,243442.77759240248,238494.75365759752,242947.97519892198,1056918,84
2025-12-12,241958.359375,242453.16174591,238989.54514953986,240473.95226226994,485052,84
2025-12-15,237999.953125,241463.5699064449,237505.15072765073,238989.55791969853,522965,88
2025-12-16,229093.5,237999.94276457882,228598.69762419007,237999.94276457882,1520556,88
2025-12-17,228598.703125,230577.9126758658,227114.29596185067,230577.9126758658,769339,88
2025-12-18,228103.90625,230825.3194482104,224145.487052603,225135.09185195225,744015,88
2025-12-19,233051.921875,233051.921875,229093.5028197983,230083.10758359873,1487738,88
2025-12-22,235525.9375,236515.54227941178,234041.53033088235,236020.73988970587,610805,86
2025-12-23,234536.328125,236020.73526503166,233051.92098496837,235525.93288502112,689469,86
2025-12-24,234041.53125,235525.93842494715,232062.3216834038,234536.33364164905,640875,86
2025-12-26,229093.5,235031.12850971922,228598.69762419007,234041.52375809936,738058,86
2025-12-29,239484.359375,239979.1617704029,229093.50907153924,229093.50907153924,1067392,78
2025-12-30,239979.15625,241958.36578608246,236515.53956185566,238494.74909793813,652269,78
2026-01-02,244432.375,246411.58451417004,235525.93218623483,240968.75835020244,1362199,78
2026-01-05,246906.390625,248390.7977830661,244432.37869488978,245916.78585295592,1011640,80
2026-01-06,257297.234375,259771.24624399038,245421.97740384613,246906.38452524037,2462129,80
2026-01-07,249875.203125,255318.02933168318,243937.5745358911,255318.02933168318,1886634,80
2026-01-08,248390.796875,255318.03025398406,242453.16826444224,246906.38972236056,1311262,80
2026-01-09,251359.609375,253833.62127829724,247895.99271038384,250370.0046136811,918991,80
2026-01-12,252844.015625,255812.82989848338,246411.58469911938,253338.8180039139,1328415,77
2026-01-13,261750.46875,261750.46875,253833.6303757089,256307.64236767488,1671879,77
2026-01-14,256802.4375,267193.2875722543,252844.0184248555,265214.0780346821,1574617,77
2026-01-15,244927.1875,260760.86426767675,241463.5707070707,254328.43308080808,2397110,77
2026-01-16,242947.96875,245916.7830320774,240968.7592286151,245916.7830320774,1898586,77
2026-01-19,235525.9375,240968.7637867647,235031.13511029413,239484.35661764705,1689244,76
2026-01-20,241463.5625,241958.3648821721,237999.94582479508,238989.55058913934,1205903,76
2026-01-21,236020.734375,239979.15340015723,235525.93199685536,237010.3391312893,1022540,76
2026-01-22,242947.96875,244927.17827138494,237010.3401858452,239484.35208757638,1341056,76
2026-01-23,263234.875,266698.4917763158,243937.5815319549,245421.98872180452,5042292,76
2026-01-26,269667.3125,273625.73176605505,262245.27637614676,271151.71972477064,2706664,74
2026-01-27,278573.75,288964.6003552398,267193.2948490231,267688.09724689164,4948006,74
2026-01-28,274615.3125,282532.1503378378,268182.88175675675,282037.34797297296,2822531,74
2026-01-29,284016.5625,287480.1791158537,272141.30553135887,273130.91027874564,2812259,74
2026-01-30,272141.3125,282532.16261363635,271646.5101136364,282532.16261363635,1819960,74
2026-02-02,265214.09375,275604.94443796645,262245.2792677239,267193.30340485077,1862631,73
2026-02-03,266203.6875,271646.51382434944,262245.2683550186,271646.51382434944,1894227,73
2026-02-04,261750.46875,264224.480741966,257297.24716446127,263234.8759451796,1700411,73
2026-02-05,254328.421875,261750.45753283074,252844.01474343386,259771.24802407587,1551427,73
2026-02-06,246411.59375,251359.61772088354,241463.5697791165,248390.80333835343,1919017,73
2026-02-09,247401.1875,251854.40887500002,245421.978,250864.804125,1426634,71
2026-02-10,251359.609375,256307.6331815945,249380.3998523622,251359.609375,1475536,71
2026-02-11,254823.234375,258286.85115291263,252349.2223907767,255812.83916868933,1133876,71
2026-02-12,252844.015625,259276.44655088065,252844.015625,258781.64417196673,1404228,71
2026-02-13,249875.203125,254823.22694925743,247401.1912128713,251359.61027227723,820046,71
2026-02-19,250370.0,252349.20948616602,249380.395256917,251854.4071146245,806208,60
2026-02-20,251854.421875,257297.24828094302,251359.6194744597,251854.421875,948594,60
2026-02-23,252844.015625,259276.44655088065,252349.21324608612,254823.2251406556,747019,76
2026-02-24,252349.21875,253833.62591911765,251359.61397058825,253833.62591911765,652490,76
2026-02-25,250370.0,253338.81422924902,248390.79051383398,252844.01185770752,937503,76
2026-02-26,260500.0,267000.0,258000.0,258500.0,1890166,76
2026-02-27,254500.0,261500.0,254500.0,261000.0,1259511,76
2026-03-03,236000.0,252000.0,236000.0,250500.0,1507045,77
2026-03-04,208000.0,231000.0,207500.0,225500.0,2051989,77
2026-03-05,220000.0,227500.0,218000.0,224000.0,1671549,77
2026-03-06,222500.0,225500.0,216000.0,216000.0,1042652,77
2026-03-09,218500.0,218500.0,207000.0,209500.0,940462,81
2026-03-10,220500.0,227000.0,218000.0,226500.0,935756,81
2026-03-11,222000.0,230000.0,221000.0,227000.0,757145,81
2026-03-12,222000.0,225500.0,220500.0,223500.0,700973,81
2026-03-13,223000.0,224000.0,216000.0,216500.0,706127,81
2026-03-16,218000.0,222500.0,216000.0,222000.0,531797,82
2026-03-17,224000.0,227500.0,220500.0,221500.0,614390,82
2026-03-18,226500.0,228500.0,225000.0,228500.0,687521,82
2026-03-19,220500.0,222500.0,220000.0,221500.0,474188,82
2026-03-20,221500.0,224500.0,220000.0,222000.0,673277,82
2026-03-23,209000.0,215500.0,208500.0,215500.0,692498,86
2026-03-24,213500.0,217000.0,209000.0,215500.0,468548,86
2026-03-25,215500.0,218000.0,214000.0,216500.0,465850,86
2026-03-26,211500.0,218500.0,211000.0,216500.0,414907,86
2026-03-27,211500.0,213000.0,206000.0,208000.0,439328,86
2026-03-30,207000.0,208500.0,204000.0,205500.0,379513,84
2026-03-31,201500.0,205500.0,200000.0,202500.0,890860,84
2026-04-01,210500.0,212000.0,205500.0,208500.0,575814,84
2026-04-02,195800.0,212000.0,194600.0,211500.0,1464904,84
2026-04-03,197500.0,200000.0,196600.0,198900.0,659137,84
2026-04-06,196800.0,199400.0,194200.0,197100.0,717180,81
2026-04-07,195900.0,202000.0,195100.0,197200.0,668729,81
2026-04-08,201500.0,204000.0,200000.0,202500.0,699966,81
2026-04-09,201500.0,206500.0,198600.0,200000.0,1258361,81
2026-04-10,202000.0,205000.0,201000.0,202500.0,525142,81
2026-04-13,199000.0,199500.0,196800.0,197700.0,514728,83
2026-04-14,201500.0,206500.0,201000.0,203500.0,623470,83
2026-04-15,211000.0,214500.0,205000.0,206000.0,992297,83
2026-04-16,218500.0,220000.0,216500.0,219500.0,752603,83
2026-04-17,216500.0,219000.0,214500.0,218500.0,1121630,83
2026-04-20,213500.0,217500.0,212500.0,216000.0,457862,82
2026-04-21,214000.0,215500.0,211500.0,215000.0,545889,82
2026-04-22,214000.0,216000.0,212500.0,215000.0,364648,82
2026-04-23,217500.0,221000.0,213000.0,220500.0,800536,82
2026-04-24,214000.0,216500.0,213000.0,216000.0,476096,82
2026-04-27,215000.0,218500.0,215000.0,216000.0,458738,76
2026-04-28,219500.0,223500.0,215000.0,215500.0,758420,76
2026-04-29,220000.0,227500.0,219000.0,223000.0,673160,76
2026-04-30,211000.0,223000.0,210500.0,223000.0,1387029,76
2026-05-04,209000.0,213500.0,208000.0,213500.0,875803,69
2026-05-06,208000.0,213000.0,207500.0,210500.0,839509,69
2026-05-07,207500.0,214000.0,206000.0,209000.0,1014658,69
2026-05-08,215000.0,219000.0,209000.0,210000.0,1542717,69
2026-05-11,211500.0,216000.0,210000.0,215500.0,780013,76
2026-05-12,204000.0,213000.0,200500.0,213000.0,991427,76
2026-05-13,201500.0,206500.0,198600.0,206000.0,904464,76
2026-05-14,213000.0,216000.0,203500.0,204000.0,1601442,76
2026-05-15,203500.0,216500.0,201000.0,215000.0,997805,76
